Audit_ID,Department,Audit_Finding,Risk_Level,Audit_Date,Auditor_Name
456,Finance,Control Weakness,Medium,2022-05-12,David Kim
457,HR,Fraudulent Activity,Low,2022-01-01,Bob Smith
458,IT,Fraudulent Activity,Medium,2022-04-28,Alice Johnson
459,Finance,Non-compliance,Low,2022-12-21,Carol Lee
460,Finance,Non-compliance,High,2022-05-16,Alice Johnson
461,Operations,Fraudulent Activity,High,2022-03-12,Alice Johnson
462,IT,Control Weakness,Low,2022-10-04,David Kim
463,Marketing,Control Weakness,High,2022-08-02,David Kim
464,HR,Fraudulent Activity,Medium,2022-12-18,Bob Smith
465,IT,Fraudulent Activity,High,2022-03-08,Carol Lee
466,Marketing,Non-compliance,Medium,2022-02-17,Eva Brown
467,HR,Fraudulent Activity,Low,2022-02-22,David Kim
468,Finance,Control Weakness,High,2022-02-03,Bob Smith
469,Marketing,Fraudulent Activity,Low,2022-01-14,Bob Smith
470,Marketing,Non-compliance,High,2022-03-27,Bob Smith
471,HR,Control Weakness,Low,2022-07-11,Carol Lee
472,IT,Fraudulent Activity,Medium,2022-08-05,Carol Lee
473,Finance,Control Weakness,Medium,2022-11-02,Alice Johnson
474,Operations,Fraudulent Activity,High,2022-03-03,David Kim
475,IT,Control Weakness,Low,2022-07-18,Bob Smith
476,HR,Fraudulent Activity,Low,2022-07-20,David Kim
477,Marketing,Non-compliance,Medium,2022-05-09,Eva Brown
478,Operations,Non-compliance,Low,2022-12-03,David Kim
479,HR,Fraudulent Activity,Medium,2022-10-20,Bob Smith
480,Operations,Control Weakness,Low,2022-04-25,Eva Brown
481,HR,Control Weakness,Low,2022-11-08,Carol Lee
482,HR,Non-compliance,Medium,2022-05-27,David Kim
483,Marketing,Non-compliance,High,2022-05-23,Carol Lee
484,HR,Non-compliance,Low,2022-11-18,Eva Brown
485,Finance,Non-compliance,Low,2022-11-17,David Kim
486,Finance,Control Weakness,Medium,2022-06-07,Carol Lee
487,Operations,Non-compliance,High,2022-03-06,Eva Brown
488,Finance,Fraudulent Activity,High,2022-05-24,Alice Johnson
489,Marketing,Non-compliance,Low,2022-03-17,Carol Lee
490,HR,Non-compliance,Low,2022-12-23,David Kim
491,Finance,Control Weakness,Low,2022-07-25,Bob Smith
492,Marketing,Non-compliance,Medium,2022-12-20,Eva Brown
493,Marketing,Fraudulent Activity,Medium,2022-07-28,Bob Smith
494,Marketing,Non-compliance,Low,2022-05-13,Eva Brown
495,Finance,Non-compliance,Medium,2022-03-28,Alice Johnson
496,IT,Non-compliance,Medium,2022-07-22,Eva Brown
497,IT,Control Weakness,Medium,2022-08-12,Carol Lee
498,HR,Non-compliance,Low,2022-02-01,Bob Smith
499,Marketing,Control Weakness,Medium,2022-01-18,David Kim
500,Marketing,Fraudulent Activity,Medium,2022-06-26,Alice Johnson
501,Marketing,Fraudulent Activity,High,2022-05-05,Bob Smith
502,Operations,Fraudulent Activity,Low,2022-08-07,Carol Lee
503,Marketing,Fraudulent Activity,High,2022-12-04,Carol Lee
504,HR,Control Weakness,Medium,2022-10-28,Alice Johnson
505,Finance,Control Weakness,Medium,2022-12-06,Alice Johnson
506,IT,Control Weakness,Medium,2022-11-16,Alice Johnson
507,Finance,Control Weakness,High,2022-10-15,Alice Johnson
508,Marketing,Non-compliance,High,2022-05-23,Alice Johnson
509,Marketing,Control Weakness,High,2022-04-25,Carol Lee
510,HR,Fraudulent Activity,Medium,2022-01-15,Alice Johnson
511,Marketing,Non-compliance,Medium,2022-09-25,Eva Brown
512,Operations,Fraudulent Activity,Medium,2022-02-11,Alice Johnson
513,IT,Control Weakness,Medium,2022-12-28,Carol Lee
514,IT,Non-compliance,High,2022-02-07,David Kim
515,Operations,Non-compliance,High,2022-04-12,David Kim
516,HR,Fraudulent Activity,High,2022-01-29,David Kim
517,Finance,Non-compliance,Medium,2022-06-30,Carol Lee
518,Finance,Fraudulent Activity,Medium,2022-12-12,Alice Johnson
519,Operations,Non-compliance,Medium,2022-01-11,Carol Lee
520,Operations,Non-compliance,Medium,2022-03-23,Carol Lee
521,Marketing,Control Weakness,Low,2022-06-26,Bob Smith
522,Operations,Non-compliance,Low,2022-11-04,Bob Smith
523,Finance,Control Weakness,High,2022-07-06,Eva Brown
524,Operations,Fraudulent Activity,Medium,2022-07-24,Eva Brown
525,Operations,Non-compliance,Medium,2022-04-22,Carol Lee
526,Finance,Control Weakness,Medium,2022-08-05,Carol Lee
527,IT,Fraudulent Activity,Low,2022-01-06,David Kim
528,IT,Non-compliance,Low,2022-07-08,David Kim
529,Operations,Non-compliance,High,2022-03-13,Bob Smith
530,Marketing,Fraudulent Activity,High,2022-01-07,Eva Brown
531,HR,Fraudulent Activity,High,2022-03-27,Carol Lee
532,HR,Control Weakness,Medium,2022-02-09,David Kim
533,Finance,Non-compliance,Low,2022-05-20,David Kim
534,Finance,Non-compliance,Medium,2022-03-02,David Kim
535,Operations,Control Weakness,High,2022-05-08,Alice Johnson
536,IT,Fraudulent Activity,Low,2022-04-08,David Kim
537,Finance,Non-compliance,Low,2022-06-08,Eva Brown
538,Operations,Fraudulent Activity,Low,2022-11-22,David Kim
539,IT,Non-compliance,Medium,2022-10-31,Eva Brown
540,IT,Control Weakness,Medium,2022-09-04,Eva Brown
541,HR,Control Weakness,Medium,2022-02-24,Alice Johnson
542,Finance,Fraudulent Activity,Low,2022-12-31,Bob Smith
543,Operations,Non-compliance,Medium,2022-07-18,Bob Smith
544,Finance,Control Weakness,Low,2022-12-16,Eva Brown
545,HR,Fraudulent Activity,Medium,2022-10-27,Eva Brown
546,Operations,Fraudulent Activity,High,2022-07-03,Alice Johnson
547,Finance,Control Weakness,Medium,2022-05-20,David Kim
548,Operations,Control Weakness,Low,2022-09-23,Eva Brown
549,IT,Control Weakness,Low,2022-02-01,David Kim
550,Marketing,Control Weakness,High,2022-07-21,Alice Johnson
551,IT,Non-compliance,High,2022-10-22,Carol Lee
552,IT,Non-compliance,Medium,2022-12-01,Alice Johnson
553,IT,Non-compliance,Medium,2022-10-02,Alice Johnson
554,Finance,Control Weakness,High,2022-01-13,Eva Brown
555,IT,Fraudulent Activity,Low,2022-10-03,Eva Brown
556,Operations,Control Weakness,Low,2022-08-12,Eva Brown
557,IT,Non-compliance,Low,2022-05-08,Eva Brown
558,Finance,Fraudulent Activity,Low,2022-11-05,Bob Smith
559,HR,Fraudulent Activity,Low,2022-02-24,Carol Lee
560,Marketing,Control Weakness,High,2022-07-30,Alice Johnson
561,Operations,Non-compliance,Low,2022-05-07,Alice Johnson
562,IT,Control Weakness,Medium,2022-01-22,David Kim
563,IT,Fraudulent Activity,Low,2022-11-09,Eva Brown
564,Finance,Control Weakness,Low,2022-12-19,Bob Smith
565,HR,Control Weakness,Low,2022-07-02,Eva Brown
566,Finance,Non-compliance,Medium,2022-08-17,David Kim
567,IT,Non-compliance,Low,2022-10-11,Alice Johnson
568,IT,Fraudulent Activity,Low,2022-04-11,Carol Lee
569,Finance,Control Weakness,Low,2022-07-19,David Kim
570,Marketing,Control Weakness,Low,2022-01-23,Alice Johnson
571,Finance,Control Weakness,Medium,2022-08-03,David Kim
572,HR,Fraudulent Activity,Medium,2022-03-21,Alice Johnson
573,HR,Non-compliance,High,2022-07-25,David Kim
574,IT,Non-compliance,Low,2022-10-08,Alice Johnson
575,IT,Control Weakness,Low,2022-03-06,Bob Smith
576,Finance,Non-compliance,High,2022-10-11,Alice Johnson
577,HR,Control Weakness,High,2022-11-13,Carol Lee
578,HR,Non-compliance,Medium,2022-01-02,Eva Brown
579,IT,Fraudulent Activity,Low,2022-10-15,Bob Smith
580,Operations,Control Weakness,Medium,2022-05-14,David Kim
581,Marketing,Control Weakness,High,2022-09-08,Eva Brown
582,IT,Non-compliance,High,2022-01-03,David Kim
583,Operations,Control Weakness,High,2022-01-05,Bob Smith
584,IT,Non-compliance,Low,2022-04-05,Eva Brown
585,HR,Fraudulent Activity,Low,2022-06-13,Bob Smith
586,Finance,Non-compliance,High,2022-12-22,Alice Johnson
587,Marketing,Non-compliance,High,2022-06-28,David Kim
588,Finance,Fraudulent Activity,High,2022-02-07,David Kim
589,Operations,Fraudulent Activity,Low,2022-10-24,Alice Johnson
590,Operations,Non-compliance,Low,2022-07-01,Bob Smith
591,Marketing,Control Weakness,High,2022-02-24,Eva Brown
592,Finance,Control Weakness,Low,2022-12-22,Alice Johnson
593,Operations,Control Weakness,Medium,2022-11-16,Eva Brown
594,Operations,Fraudulent Activity,High,2022-03-17,Eva Brown
595,IT,Fraudulent Activity,High,2022-11-28,Eva Brown
596,Finance,Non-compliance,High,2022-04-15,David Kim
597,IT,Fraudulent Activity,Low,2022-02-20,Carol Lee
598,Marketing,Control Weakness,High,2022-09-21,Bob Smith
599,Operations,Fraudulent Activity,Medium,2022-12-10,Bob Smith
600,Marketing,Non-compliance,Low,2022-03-27,Bob Smith
601,HR,Fraudulent Activity,Low,2022-02-04,Alice Johnson
602,HR,Non-compliance,Low,2022-03-21,Bob Smith
603,Operations,Control Weakness,High,2022-03-09,Eva Brown
604,Marketing,Control Weakness,Medium,2022-06-02,Carol Lee
605,IT,Non-compliance,High,2022-06-29,Alice Johnson
606,IT,Non-compliance,Low,2022-01-15,Eva Brown
607,Finance,Non-compliance,High,2022-09-05,Carol Lee
608,Operations,Control Weakness,High,2022-05-16,Alice Johnson
609,Marketing,Control Weakness,Medium,2022-02-25,Eva Brown
610,Finance,Fraudulent Activity,High,2022-01-23,Carol Lee
611,Operations,Non-compliance,High,2022-09-16,Alice Johnson
612,Operations,Control Weakness,High,2022-06-22,Carol Lee
613,Marketing,Non-compliance,Medium,2022-11-25,Alice Johnson
614,Operations,Control Weakness,Medium,2022-12-05,Eva Brown
615,Marketing,Non-compliance,Low,2022-11-13,Alice Johnson
616,HR,Control Weakness,High,2022-07-03,Alice Johnson
617,IT,Fraudulent Activity,High,2022-04-29,David Kim
618,Operations,Non-compliance,Medium,2022-09-23,Bob Smith
619,Operations,Fraudulent Activity,High,2022-10-05,David Kim
620,Marketing,Control Weakness,High,2022-08-17,Bob Smith
621,Operations,Control Weakness,Low,2022-08-14,Carol Lee
622,Marketing,Control Weakness,High,2022-03-22,David Kim
623,HR,Control Weakness,High,2022-12-13,David Kim
624,Operations,Non-compliance,Low,2022-04-02,Eva Brown
625,Marketing,Fraudulent Activity,High,2022-05-31,Bob Smith
626,Finance,Non-compliance,Low,2022-02-22,Alice Johnson
627,HR,Non-compliance,Low,2022-11-03,David Kim
628,HR,Fraudulent Activity,Low,2022-05-18,Eva Brown
629,Marketing,Fraudulent Activity,Low,2022-01-04,Carol Lee
630,Operations,Control Weakness,High,2022-03-18,Carol Lee
631,HR,Fraudulent Activity,Low,2022-11-16,Eva Brown
632,IT,Fraudulent Activity,Low,2022-09-04,Bob Smith
633,Marketing,Non-compliance,Low,2022-01-22,Eva Brown
634,Marketing,Fraudulent Activity,Low,2022-09-03,David Kim
635,IT,Control Weakness,Medium,2022-04-29,David Kim
636,HR,Non-compliance,High,2022-06-12,Alice Johnson
637,HR,Fraudulent Activity,Low,2022-03-27,David Kim
638,Marketing,Control Weakness,Low,2022-02-11,Bob Smith
639,HR,Non-compliance,Low,2022-09-09,Alice Johnson
640,HR,Non-compliance,Medium,2022-04-23,Carol Lee
641,HR,Non-compliance,High,2022-07-06,Eva Brown
642,Marketing,Fraudulent Activity,High,2022-01-10,Bob Smith
643,HR,Fraudulent Activity,Low,2022-04-02,Bob Smith
644,Marketing,Non-compliance,Medium,2022-03-11,Bob Smith
645,Marketing,Fraudulent Activity,High,2022-09-04,Carol Lee
646,Finance,Non-compliance,High,2022-11-29,Bob Smith
647,IT,Fraudulent Activity,Low,2022-02-25,Eva Brown
648,Marketing,Non-compliance,Low,2022-04-16,Carol Lee
649,IT,Non-compliance,High,2022-02-24,Carol Lee
650,HR,Fraudulent Activity,High,2022-08-03,Eva Brown
651,HR,Fraudulent Activity,Low,2022-11-15,David Kim
652,Operations,Control Weakness,Medium,2022-12-28,David Kim
653,IT,Control Weakness,High,2022-08-13,Bob Smith
654,IT,Control Weakness,Low,2022-01-21,David Kim
655,Marketing,Control Weakness,Low,2022-12-19,Bob Smith
656,Operations,Control Weakness,High,2022-02-09,Alice Johnson
657,HR,Non-compliance,Low,2022-05-15,Alice Johnson
658,Marketing,Non-compliance,High,2022-10-01,Bob Smith
659,HR,Fraudulent Activity,High,2022-12-12,Eva Brown
660,Finance,Non-compliance,Low,2022-03-08,Bob Smith
661,Marketing,Control Weakness,Medium,2022-06-16,David Kim
662,IT,Fraudulent Activity,High,2022-10-31,Eva Brown
663,Operations,Fraudulent Activity,Low,2022-07-04,Eva Brown
664,HR,Fraudulent Activity,High,2022-05-12,Eva Brown
665,IT,Fraudulent Activity,High,2022-09-29,Carol Lee
666,Operations,Control Weakness,High,2022-07-18,Bob Smith
667,HR,Fraudulent Activity,High,2022-10-10,David Kim
668,Finance,Control Weakness,High,2022-12-02,Alice Johnson
669,Operations,Fraudulent Activity,Low,2022-12-24,Alice Johnson
670,Finance,Fraudulent Activity,High,2022-05-31,Bob Smith
671,Operations,Non-compliance,Low,2022-05-06,Carol Lee
672,HR,Fraudulent Activity,High,2022-07-19,Alice Johnson
673,HR,Control Weakness,High,2022-08-11,Bob Smith
674,IT,Non-compliance,Medium,2022-04-14,Carol Lee
675,Finance,Fraudulent Activity,Medium,2022-01-02,Bob Smith
676,HR,Non-compliance,High,2022-01-26,Eva Brown
677,HR,Control Weakness,Medium,2022-01-06,Eva Brown
678,Marketing,Fraudulent Activity,Medium,2022-02-27,Eva Brown
679,HR,Fraudulent Activity,High,2022-04-13,Bob Smith
680,HR,Fraudulent Activity,High,2022-08-06,Alice Johnson
681,Operations,Control Weakness,Medium,2022-11-30,Eva Brown
682,Marketing,Fraudulent Activity,High,2022-04-01,Bob Smith
683,Operations,Control Weakness,Medium,2022-03-15,Bob Smith
684,IT,Non-compliance,High,2022-11-29,Eva Brown
685,Operations,Non-compliance,High,2022-02-27,Carol Lee
686,HR,Non-compliance,Low,2022-01-21,Bob Smith
687,Finance,Fraudulent Activity,Low,2022-10-25,David Kim
688,Marketing,Non-compliance,Low,2022-02-01,Bob Smith
689,HR,Fraudulent Activity,Medium,2022-01-27,Carol Lee
690,Marketing,Non-compliance,Medium,2022-11-13,Carol Lee
691,Finance,Non-compliance,Medium,2022-01-01,Carol Lee
692,Marketing,Control Weakness,Low,2022-09-14,Bob Smith
693,IT,Control Weakness,Medium,2022-12-06,David Kim
694,Operations,Control Weakness,Low,2022-12-31,Eva Brown
695,Operations,Control Weakness,Medium,2022-04-17,Bob Smith
696,Operations,Non-compliance,Low,2022-01-13,Carol Lee
697,HR,Fraudulent Activity,High,2022-05-08,Bob Smith
698,Finance,Fraudulent Activity,Medium,2022-03-25,David Kim
699,Marketing,Fraudulent Activity,High,2022-11-25,David Kim
700,Marketing,Non-compliance,High,2022-07-31,Alice Johnson
701,Finance,Non-compliance,Medium,2022-03-02,David Kim
702,HR,Fraudulent Activity,Low,2022-01-06,Eva Brown
703,Operations,Fraudulent Activity,High,2022-12-21,Eva Brown
704,Marketing,Fraudulent Activity,High,2022-03-04,Carol Lee
705,Operations,Non-compliance,Low,2022-05-10,Alice Johnson
706,HR,Non-compliance,Medium,2022-07-30,Alice Johnson
707,HR,Non-compliance,Medium,2022-07-19,Eva Brown
708,Operations,Control Weakness,Low,2022-07-26,Alice Johnson
709,IT,Control Weakness,Medium,2022-03-13,David Kim
710,IT,Non-compliance,High,2022-08-28,David Kim
711,Marketing,Fraudulent Activity,Low,2022-08-21,Carol Lee
712,IT,Fraudulent Activity,High,2022-04-29,Bob Smith
713,HR,Control Weakness,Low,2022-05-04,Alice Johnson
714,Marketing,Fraudulent Activity,Low,2022-04-16,Bob Smith
715,HR,Fraudulent Activity,Low,2022-07-03,Carol Lee
716,HR,Fraudulent Activity,Low,2022-05-29,Carol Lee
717,HR,Control Weakness,High,2022-01-17,David Kim
718,IT,Fraudulent Activity,High,2022-04-23,Eva Brown
719,Finance,Control Weakness,High,2022-11-19,David Kim
720,HR,Control Weakness,Medium,2022-12-26,David Kim
721,Operations,Non-compliance,Low,2022-05-06,Carol Lee
722,Marketing,Fraudulent Activity,High,2022-07-16,Bob Smith
723,HR,Non-compliance,Low,2022-12-15,Alice Johnson
724,Finance,Non-compliance,High,2022-11-07,Alice Johnson
725,Finance,Fraudulent Activity,Medium,2022-02-20,Alice Johnson
726,HR,Fraudulent Activity,High,2022-05-23,Eva Brown
727,Marketing,Fraudulent Activity,Medium,2022-02-02,Bob Smith
728,Operations,Fraudulent Activity,Low,2022-12-05,Alice Johnson
729,HR,Control Weakness,Medium,2022-05-13,David Kim
730,IT,Control Weakness,Low,2022-08-10,Alice Johnson
731,IT,Fraudulent Activity,Low,2022-11-02,Carol Lee
732,Finance,Non-compliance,Low,2022-02-01,Bob Smith
733,IT,Fraudulent Activity,Low,2022-02-08,Bob Smith
734,Marketing,Fraudulent Activity,Low,2022-11-20,Eva Brown
735,Operations,Non-compliance,High,2022-01-20,Eva Brown
736,Operations,Fraudulent Activity,High,2022-08-20,David Kim
737,HR,Control Weakness,Medium,2022-10-20,Alice Johnson
738,Operations,Non-compliance,Low,2022-05-22,Bob Smith
739,Operations,Non-compliance,Low,2022-07-30,Bob Smith
740,Operations,Control Weakness,Medium,2022-04-07,David Kim
741,Operations,Control Weakness,Medium,2022-12-22,Carol Lee
742,IT,Control Weakness,Medium,2022-08-12,David Kim
743,Operations,Fraudulent Activity,Low,2022-11-29,Eva Brown
744,HR,Fraudulent Activity,Low,2022-04-13,Alice Johnson
745,IT,Non-compliance,Low,2022-01-04,Alice Johnson
746,Marketing,Control Weakness,Medium,2022-05-01,David Kim
747,Operations,Fraudulent Activity,Low,2022-12-28,Eva Brown
748,Operations,Control Weakness,Medium,2022-05-19,Alice Johnson
749,Finance,Control Weakness,Medium,2022-07-03,Carol Lee
750,IT,Control Weakness,Medium,2022-04-07,Bob Smith
751,HR,Control Weakness,Medium,2022-12-20,Bob Smith
752,Operations,Fraudulent Activity,High,2022-08-28,Eva Brown
753,IT,Control Weakness,High,2022-06-12,Eva Brown
754,Operations,Fraudulent Activity,High,2022-08-20,Carol Lee
755,Finance,Non-compliance,Medium,2022-10-10,David Kim
756,Marketing,Fraudulent Activity,Low,2022-08-20,Bob Smith
757,HR,Fraudulent Activity,Low,2022-07-09,Bob Smith
758,Marketing,Fraudulent Activity,Medium,2022-10-03,Eva Brown
759,Operations,Control Weakness,Medium,2022-01-01,Eva Brown
760,HR,Control Weakness,Medium,2022-10-29,David Kim
761,Marketing,Control Weakness,Medium,2022-05-27,David Kim
762,HR,Non-compliance,Low,2022-12-12,Eva Brown
763,Marketing,Non-compliance,Low,2022-03-06,David Kim
764,Finance,Control Weakness,High,2022-05-05,Bob Smith
765,Finance,Fraudulent Activity,High,2022-05-28,Eva Brown
766,IT,Control Weakness,High,2022-03-06,Alice Johnson
767,HR,Control Weakness,High,2022-04-25,Eva Brown
768,Finance,Non-compliance,Medium,2022-08-09,Carol Lee
769,Operations,Control Weakness,Medium,2022-04-06,David Kim
770,Marketing,Control Weakness,Low,2022-04-29,David Kim
771,Finance,Control Weakness,Low,2022-07-22,Alice Johnson
772,HR,Non-compliance,Low,2022-11-20,Eva Brown
773,HR,Non-compliance,Medium,2022-02-19,Carol Lee
774,HR,Control Weakness,Low,2022-04-23,Bob Smith
775,Finance,Non-compliance,Low,2022-04-24,David Kim
776,Finance,Fraudulent Activity,High,2022-02-08,David Kim
777,Finance,Non-compliance,High,2022-08-03,Carol Lee
778,Operations,Fraudulent Activity,Medium,2022-09-19,Bob Smith
779,Operations,Fraudulent Activity,Low,2022-03-18,David Kim
780,HR,Non-compliance,Low,2022-01-06,David Kim
781,Marketing,Fraudulent Activity,Low,2022-02-17,Bob Smith
782,Marketing,Fraudulent Activity,Medium,2022-01-15,Carol Lee
783,Finance,Non-compliance,Medium,2022-06-25,Eva Brown
784,Marketing,Non-compliance,Low,2022-05-15,Alice Johnson
785,IT,Non-compliance,Low,2022-05-10,Eva Brown
786,Marketing,Fraudulent Activity,Medium,2022-12-02,Alice Johnson
787,Operations,Control Weakness,Medium,2022-03-13,David Kim
788,Marketing,Control Weakness,Medium,2022-07-10,Eva Brown
789,IT,Non-compliance,Medium,2022-04-02,Eva Brown
790,Operations,Control Weakness,High,2022-10-11,Bob Smith
791,Marketing,Non-compliance,Medium,2022-06-06,Carol Lee
792,Finance,Control Weakness,High,2022-10-20,Eva Brown
793,HR,Control Weakness,Medium,2022-02-18,Alice Johnson
794,IT,Control Weakness,High,2022-12-11,Alice Johnson
795,Operations,Fraudulent Activity,Low,2022-06-06,Alice Johnson
796,HR,Non-compliance,Low,2022-02-18,David Kim
797,Finance,Control Weakness,High,2022-04-25,Carol Lee
798,IT,Non-compliance,Low,2022-03-21,David Kim
799,HR,Non-compliance,Low,2022-05-23,David Kim
800,IT,Non-compliance,Medium,2022-12-04,Bob Smith
801,Operations,Control Weakness,High,2022-06-22,Alice Johnson
802,Marketing,Non-compliance,High,2022-09-22,David Kim
803,HR,Control Weakness,High,2022-10-30,Eva Brown
804,IT,Control Weakness,Low,2022-07-17,Carol Lee
805,Marketing,Control Weakness,Medium,2022-05-11,Carol Lee
806,Operations,Control Weakness,High,2022-10-04,Alice Johnson
807,Finance,Non-compliance,Low,2022-10-14,Eva Brown
808,Finance,Control Weakness,Medium,2022-02-22,Alice Johnson
809,IT,Fraudulent Activity,Medium,2022-08-02,Alice Johnson
810,HR,Control Weakness,High,2022-05-08,Alice Johnson
811,Marketing,Fraudulent Activity,High,2022-01-13,Alice Johnson
812,IT,Control Weakness,Low,2022-08-22,Alice Johnson
